Type;Name;Id;ImageName;Property;Effect;Notes
ItemRebirth;My Little Unicorn;77;collectibles_077;horn;Upon use grants invulnerability and increased speed for six seconds, removing the ability to shoot tears and instead dealing contact damage to enemies.;*The invulnerability effect negates all forms of damage, including health loss from Blood Donation Machines and Devil Beggars.*Does not prevent heart container loss from Health Down Pills or Devil Room deals.*Ending the current run via opening the end chest while My Little Unicorn is active will cause the credits and main menu music to be sped up. The effect ends upon restarting the game, or starting a new run.
ItemRebirth;My Reflection;5;collectibles_005;coin silver;*Isaac's tears travel a short distance, then reverse direction and return to Isaac. The tears are constantly pulled towards Isaac if Isaac moves after shooting, the tears will always return to him.*+1.5 Range.*+60% Shot Speed.*+1 Shot Height;
ItemRebirth;Mysterious Liquid;317;collectibles_317;liquid green;Tears leave a small, short lasting pool of creep upon hitting an enemy or when their range is depleted.;
ItemRebirth;Mystery Sack;271;collectibles_271;questionmark ? Purple;Spawns a familiar that follows Isaac around and has a chance to drop a heart, coin, bomb, or key after clearing a room;Prior to patch 1.04, this item did not drop any items, or do anything at all.
ItemRebirth;The Nail;83;collectibles_083;silver blood;*Adds one Soul Heart upon use.*Gives the player +0.7 damage, -0.18 speed, and the ability to destroy rocks by colliding with them for the current room.*Allows Isaac to deal contact damage to enemies for the current room. Does not prevent Isaac from taking contact damage.;
ItemRebirth;The Necronomicon;35;collectibles_035;book brown;Upon use it deals 40 damage to every enemy in the room.;*Many collectibles will produce effects similar to the Necronomicon, such as depleting a black heart or blocking projectiles with Dry Baby.*The Necronomicon deals a considerable amount of damage to bosses that have multiple damageable parts, e.g. Larry Jr. and The Hollow.*The items also deals high enough damage to instantly kill most non-boss enemies.
ItemRebirth;The Negative;328;collectibles_328;photo, foto;*If the character has half a red heart or no red hearts after taking damage, it triggers The Necronomicon effect, damaging all enemies in the room.*Allows entrance into the Dark Room after beating Satan in Sheol by touching the chest.;
ItemRebirth;Notched Axe;147;collectibles_147;axe;*Isaac holds the Notched Axe above his head as long as he is in that room, and can break any rock he touches, as well as break through walls that lead into secret rooms.*However, if Isaac takes damage while using the Notched Axe, his current use of the Axe will end.*Isaac cannot attack or pick up other items while holding the Notched Axe;
ItemRebirth;Number One;6;collectibles_006;yellow tear;"*Range is heavily decreased, but the fire rate is majorly increased.*Tears are fired from Isaac's lower body rather than his head.*Also turns Isaac's ""tears"" yellow.";
ItemRebirth;Odd Mushroom (Thick);121;collectibles_121;mushroom brown;*+1 Empty Heart Container*+0.3 Damage*+0.25 Range*+0.5 Shot height*-0.1 Speed;
ItemRebirth;Odd Mushroom (Thin);120;collectibles_120;mushroom brown;*+1.7 Tears.*+0.3 Speed.*Reduces damage using the following formula: (Damage Ups from other items * 0.9) - 0.4.;
ItemRebirth;Old Bandage;219;collectibles_219;bandage white;*Grants the player an empty heart container.*Whenever Isaac takes damage there's a chance that a red heart may drop;*Old Bandage's Red Heart drop chance depends on the Luck stat, and goes up to 50% at 29 Luck.*If the player is ???, gives a Soul Heart
ItemRebirth;Ouija Board;115;collectibles_115;board woord brown;Grants spectral tears that travel through obstacles (but not enemies) instead of breaking on impact with them.;
ItemRebirth;The Pact;80;collectibles_080;paper blood;*+0.5 Damage.*+0.7 Tears.*Grants two Soul Hearts upon Pickup;
ItemRebirth;Pageant Boy;141;collectibles_141;crown pink;Upon pickup, seven random coins spawn around Isaac.;
ItemRebirth;Pandora's Box;297;collectibles_297;blue box;Upon use, spawns certain Pickups or Items depending on the floor it is used on. Pandora's Box disappears after use.*Basement/Cellar I : 2 Soul hearts.*Basement/Cellar II : 2 keys and 2 bombs.*Caves/Catacombs I : 1 Boss Room Item.*Caves/Catacombs II : 1 Boss Room Item and 2 Soul hearts.*Depths/Necropolis I : 4 Soul hearts.*Depths/Necropolis II : 20 Coins.*Utero/Womb I : 2 Boss Room Items.*Utero/Womb II : The Bible.*DLC Indicator.png Blue Womb : Nothing.*Sheol : 1 Devil Room Item and 1 Black Heart.*Dark Room : Nothing.*Cathedral : 1 Angel Room Item and 1 Eternal Heart.*Chest : 1 Coin.;
ItemRebirth;The Parasite;104;collectibles_104;parasoye;*Tears turn sickly brown and split on impact with walls or enemies.*Split tears deal 25% of your normal damage each. (Multiple split tears can hit the same enemy.;
ItemRebirth;The Peeper;155;collectibles_155;peeper;Spawns a familiar that slowly floats diagonally around the room and bounces off walls. The eye blocks enemy shots and deals 8 damage per tick to enemies it passes through.;*The empty eye leaves behind a small blood trail. This doesn't affect anything and is a purely cosmetic effect.*The Peeper is distinguishable from the eyes emitted from Peep by the size of the pupil, it being noticeably bigger on The Peeper.
ItemRebirth;Pentagram;51;collectibles_051;red pentagramm;*+1 Damage up.*Increases chance for a Devil / Angel Room Door to open when a floor Boss is killed.;
ItemRebirth;PhD;75;collectibles_075;paper phd;"*Identifies all pills upon pickup.*Converts all ""stat down"" pills into ""stat up"" pills, Bad Trip into Balls of Steel, and Amnesia into I Can See Forever.*Spawns a pill.*Replenishes 2 red hearts.*Randomly adds 0, 1, or 2 coins to the payout every time you use the Blood Donation Machine or IV Bag.";
ItemRebirth;Piggy Bank;227;collectibles_227;pig pink;*Adds 3 coins on pickup.*When Isaac takes damage 1-2 coins will drop.;*Unlike the coins dropped from being hit by a shot from a Keeper, Greed or Super Greed, the coins that are dropped from the piggy bank are not subtracted from Isaac's total.*Can appear in the shop and the item room on the same floor, but picking up multiple copies of the item does not cause its effect to stack.*This item might be a reference to the similar item in Risk Of Rain called Life Savings, as suggested by its description.
ItemRebirth;Pisces;309;collectibles_309;blue;*-1 Tear delay. As this tears upgrade directly affects tear delay, it allows Isaac's tear rate to go over the maximum rate of fire.*Increases tear knockback.*Works even with Piercing Tears, but the knockback effect is reduced.*Slightly increases tear size (without increasing damage).;
ItemRebirth;Placenta;218;collectibles_218;placenta;*Grants one full heart container when picked up.*Isaac has a chance to regenerate half of a heart every one minute of gameplay.;
ItemRebirth;Pinking Shears;107;collectibles_107;scissor;Separates Isaac's head and body for the current room. Isaac's head, which now has flight, will be under the player's control, while his body will seek out enemies to attack by contact damage.;
ItemRebirth;The Polaroid;327;collectibles_327;picture photo foto;*If the character has half a red heart or no red hearts after taking damage, it triggers the Book Of Shadows effect, creating a shield that nullifies all types of damage for 5 seconds.*Allows entrance into The Chest after beating Isaac in the Cathedral by touching the chest.;*This item is a guaranteed drop from Mom alongside the The Negative, provided they are unlocked. However, they are mutually exclusive: Once one of them is picked up, the other one will disappear.*With the use of a teleportation item and either a 5 pip Dice Room or a Forget Me Now, both the Polaroid and the Negative or multiple copies of the Polaroid or Negative can be obtained.*The Polaroid always triggers when taking damage as characters who lack heart containers, such as Azazel (by default), ??? (permanently) or any other character who has chosen to trade away their heart containers in deals with the Devil, Black Markets, or with Guppy's Paw.*The Polaroid will be the leftmost item after defeating Mom, in case Curse of the Blind is active.*It is possible to obtain two Polaroids by obtaining one as an Eden starting item.*Obtaining multiple copies of The Polaroid does not cause its effect to stack.
ItemRebirth;Polyphemus;169;collectibles_169;eye;*Greatly increased damage: (Damage + 4) * 2*Tears down: (Delay * 2.1) + 3*If a tear kills an enemy, the tear travels on with the leftover damage.;
ItemRebirth;A Pony;130;collectibles_130;pony face;*Passively grants flight.*If Isaac's speed is less than 1.5, the item passively increases his speed to 1.5.*When activated, Isaac charges in the direction the pony is facing, becoming invulnerable during the charge and damaging enemies.;
ItemRebirth;The Poop;36;collectibles_036;poop shit brown;Spawns a pile of poop where the character is standing and knockbacks nearby monsters. This pile of poop may yield pickups like regular poop.;*??? starts off with The Poop.*Can permanently remove Red Poop if placed while the red poop is destroyed before it regenerates.*Can replace a retractable spikes tile if it is placed while the spikes are down, but cannot replace any other type of spikes tile.*Can bridge gaps when bombed from the opposite side (as if it was a rock).*The Poop can drop any of the same pickups or trinkets that can be dropped by other poops. This includes Petrified Poop, which gives better odds at future drops.*Non-flying enemies can be blocked with a strategically placed poop, which can be used to block routes taken by enemies to funnel them or sometimes even block an area off to take them out one at a time. Can also block lunging attacks by enemies like Dingle.*If you have Thunder Thighs or Leo active, then poop will break beneath you as soon as it is placed.*Blowing up poop or having either of those items active allows you to use poop to create bridges, allowing you to reach items only accessible via flight.
ItemRebirth;Portable Slot;177;collectibles_177;slot red;Upon use, consumes 1 coin and has a chance to drop a random pickup, like a Slot Machine.;Unlike normal Slot Machines, the Portable Slot can't explode, nor can it drop A Dollar, although it can still grant Pretty Flies.
ItemRebirth;Prayer Card;146;collectibles_146;card yellow;Gives Isaac an Eternal Heart upon activation.;
ItemRebirth;Proptosis;261;collectibles_261;eye;*Doubles Isaac's Damage stat: Isaac's tears become larger and do more damage, but shrink and do less damage the further they travel. At maximum range they will still deal approximately +30% damage.*Caps Isaac's Range at approximately base starting Range (Range can still be affected by Shot Speed).;*The Ludovico Technique - The closer the tear floats to Isaac, the larger it is. The farther away, the smaller.*Soy Milk - Tears disappear nearly instantly in front of Isaac, decreasing his range and damage to nearly nothing.
ItemRebirth;Punching Bag;281;collectibles_281;bag face;*Spawns a Mulligan familiar that walks around the room and acts as a decoy for monsters.*If the monsters are closer to the decoy than Isaac, they will attack the decoy.*Punching Bag will also block enemy shots.;*It is not predicatable whether enemies will attack the Punching bag or Isaac, so it is still advised to treat every attack as if it were aimed at Isaac.*In AfterBirth, Punching Bag will die after taking too much damage and then respawns after a long period of time.
ItemRebirth;Pyro;190;collectibles_190;bomb;Sets Isaac's bomb count to 99.;
ItemRebirth;Pyromaniac;223;collectibles_223;heart fire;*Grants Isaac 5 bombs.*All explosions heal Isaac for one red heart instead of damaging him.*If Isaac has no red heart containers or full health, no damage is taken.;*Makes the player immune to Mom's, Satan's, and other enemies' stomp attacks, making those fights substantially less difficult.*Makes the player immune to The Cage's, The Adversary's, and Mega Satan's rock wave attack.*The item is unable to produce Soul Hearts, Black Hearts or Eternal Hearts, making Pyromaniac a little less effective if used with ??? or The Lost. However, these characters still gain immunity to explosions.
ItemRebirth;A Quarter;74;collectibles_074;quater money;Gives Isaac 25 cents.;
ItemRebirth;Rainbow Baby;174;collectibles_174;rainbow ;Spawns a familiar that follows Isaac around and fires rainbow tears.;The type of tear is randomized with each familiar shot.
ItemRebirth;Raw Liver;16;collectibles_016;liver brown;Adds two heart containers and fully restores Isaac's health.;
ItemRebirth;Razor Blade;126;collectibles_126;silver;Upon use deals one heart damage and grants +1.2 damage for the current room;*This item effect stacks with itself and Red Patch which provides a similar benefit.*Like similar items such as Blood Rights or Blood Donation Machines, red hearts are removed before soul or black hearts. This also means that players should avoid using this item if they plan on keeping an eternal heart, as activating the item will remove it as well.*When picked up Isaac's tears turn red
ItemRebirth;Red Candle;289;collectibles_289;candle red;Upon activation, Isaac will raise the candle above his head. On pressing a fire button, a red flame, similar to a fireplace, will fire in the chosen direction that deals a maximum of 125 damage per flame.*The flame also destroys enemy shots it comes into contact with, which decreases its size each time being hit until the flame is entirely extinguished by this process. The flame will extinguish itself after a short time regardless of the number of projectiles blocked.*The flame projectile is persistent, and will remain active in the room until it deals a set amount of damage. It can pass over Pits, but can not travel through Rocks or Poop.;
ItemRebirth;The Relic;98;collectibles_098;cross blue;Isaac is followed by a small cross that drops a soul heart every 4 rooms.;
ItemRebirth;Remote Detonator;137;collectibles_137;red;*Activating the Remote Detonator will cause all bombs you've placed to explode.*Bombs will no longer explode without usage of the detonator.*Gives 5 bombs when picked up. If picked up a second time in the same run this effect gets not applied.;
ItemRebirth;Robo-Baby;95;collectibles_095;silver;Spawns a familiar that shoots Technology lasers that deal 3.5 damage each and pass through obstacles.;
ItemRebirth;Robo-Baby 2.0;267;collectibles_267;silver;Spawns a controllable familiar that automatically shoots lasers, like Technology, towards enemies when aligned with them for 3.5 damage per shot.;
ItemRebirth;Roid Rage;14;collectibles_014;needle green;*+0.6 Speed up.*+5.25 Range up.*+0.5 Shot Height;
ItemRebirth;Rosary;72;collectibles_072;cross silver red;*Gives 3 Soul Hearts.*Increases the chance to find The Bible. The item has a chance to appear in any Item Pool.;*It is possible to find The Bible multiple times in a single run however, once picked up, it cannot appear again.*This item stacks with the Rosary Bead trinket, further increasing the chance to find The Bible in the Library and Shop.
ItemRebirth;Rotten Baby;268;collectibles_268;green;Spawns a familiar which does not shoot tears, but spawns attack flies when the player holds down the fire key;*It will spawn a maximum of 1 fly at a time.*Fly damage depends on player damage.*Does not benefit from BFFS!, but will benefit from Hive Mind.
ItemRebirth;Rotten Meat;26;collectibles_026;meat brown;Grants a full heart container.;
ItemRebirth;Rubber Cement;221;collectibles_221;brown;*Makes tears bounce off walls, enemies and environmental objects.*Tears that bounce off of enemies bounce in random directions, whereas tears that bounce off of wall and other objects bounce directly back.;
ItemRebirth;Sack of Pennies;94;collectibles_094;money;Isaac is followed by a small bag that drops a coin every 2 rooms.;
ItemRebirth;Sacred Heart;182;collectibles_182;heart cross red;*x2.3 Damage then +1 to Damage.*+4.125 Range.*-0.4 Tears.*-25% Shot Speed.*Grants homing tears.*Grants homing bombs, like the effect of Bobby-Bomb.*Grants one Heart Container.*Replenishes all Red Hearts.;
ItemRebirth;Sacrificial Dagger;172;collectibles_172;knife blood;Spawns a sideways dagger that orbits Isaac, deals high damage to enemies on contact, and blocks enemy shots. The knife deals 15 damage per tick.;
ItemRebirth;Sad Bombs;220;collectibles_220;bomb;Upon exploding Bombs shoot 8 tears off in every direction, similar to Tammy's Head. The tears are affected by any tear modifiers Isaac has on his own tears.Isaac gains five bombs.;
ItemRebirth;The Sad Onion;1;collectibles_001;green;+0.7 Tears up.;
ItemRebirth;Safety Pin;339;collectibles_339;pin silver;*+5.25 Range.*+0.5 Shot Height.*+16% Shot Speed.*Gives 1 black heart.;
ItemRebirth;Sagittarius;306;collectibles_306;blue;*+0.2 Speed up.*Grants piercing tears.;
ItemRebirth;Samson's Chains;321;collectibles_321;chain;Attaches a ball and chain to Isaac's ankle that crushes rocks, blocks projectiles, and damages enemies.;The item doesn't change the Speed Attribute. Instead, whenever the chain is fully extended the ball will have to be dragged, which causes Isaac to slow down slightly.
ItemRebirth;The Satanic Bible;292;collectibles_292;pentagramm book;Upon activation, the player gains a Black Heart.;Sharp Plug + The Wafer: Can be used to gain infinite black hearts.
ItemRebirth;Scapular;142;collectibles_142;cross scapular;Once per room, when Isaac is reduced to his last half Heart (either red, soul or black), the aura around his head temporarily vanishes and he is granted one Soul Heart.;
ItemRebirth;Scissors;325;collectibles_325;scossor;Upon use, turns Isaac's head into a stationary familiar which fires tears for the current room. These tears do not scale with your damage and will always do the same amount of damage per shot as Isaac's starting damage;*Can spawn multiple heads if used in the same room more than once.*Brimstone and Technology are not fired from the stationary head.*If Isaac has an invisible body due to the cosmetic effect of Transcendence, only a shadow will be seen after using the Scissors.
ItemRebirth;Scorpio;305;collectibles_305;blue;Grants poison tears, dealing damage over time when inflicted.;This item is strictly a superior version of The Common Cold.
ItemRebirth;Screw;255;collectibles_255;silver;*+0.5 Tears up.*+0.2 Shot speed up.;
ItemRebirth;Sharp plug;205;collectibles_205;plug;*If Isaac's current activated item has no charges, attempting to activate the item fully recharges it in exchange for two hearts of Isaac's health.*If the item has any charges, the Sharp Plug will not work.;If Isaac has less than two black or soul hearts, it will remove them but will not remove any red hearts.
ItemRebirth;Shoop Da Whoop;49;collectibles_049;face;When activated, the next shot will fire a big laser in the direction Isaac shoots. Damage scales with Isaac's Damage.;
ItemRebirth;Sissy Long Legs;280;collectibles_280;spider;*Spawns a familiar that wanders around the room and occasionally lays friendly blue spiders.*She only spawns up to 5 blue spiders at a time.*She only spawns spiders when there are enemies in the room.;
ItemRebirth;Sister Maggy;67;collectibles_067;red;*Sister Maggy is a familiar that will follow Isaac and shoot tears that deal 3.5 damage.*These tears appear red but have no special effects.;
ItemRebirth;Skatole;9;collectibles_009;fly heart;*All types of flies except Boom Fly, Red Boom Fly, Sucker, and Spit become passive and slowly move towards Isaac. They will not fire at Isaac but will still cause contact damage. Isaac is also still vulnerable to the blast shots from Sucker and Spit flies.*Boom Flies and Red Boom Flies can still harm Isaac, but move much slower.*This item belongs to the Lord of the Flies set. Collecting three items from the set will transform Isaac into Lord of the Flies.;This item can only be obtained from the Shell Game Beggar in the arcade.
ItemRebirth;Skeleton Key;17;collectibles_017;key skull;Gives the player 99 keys.;
ItemRebirth;The Small Rock;90;collectibles_090;rock;*+1 Damage up.*-0.2 Speed down (not applied until the next time Isaac's speed stat is updated).*+0.2 Tears up (not applied until the next time Isaac's tears stat is updated).;The rock normally only appears once per run but can appear again if Isaac's items are re-rolled with the D4, D100, or a Dice Room.
ItemRebirth;Smart Fly;264;collectibles_264;yellow fly;*Before Isaac takes damage, the fly serves as an orbital familiar, blocking enemy shots.*After Isaac takes damage, this fly will seek out nearby enemies and attack them, dealing 1.5 damage per tick.*This item belongs to the Lord of the Flies set. Collecting three items from the set will transform Isaac into Lord of the Flies.;*Smart Fly does not take up one of the three orbital slots it floats between two of the other orbitals.*Very useful in Boss Rush as it will remain aggressive until it is completed. A strategy for Isaac would be to willingly damage himself right at the start to trigger the Smart Fly so it deals with all the bosses.
ItemRebirth;SMB Super Fan;189;collectibles_189;blood;*+1 Heart Container*+0.3 Damage*+0.2 Tears*+0.2 Speed*+0.5 Range*+1 Shot Height*Restores Isaac to full health.;
ItemRebirth;A Snack;346;collectibles_346;brown;Grants Isaac a filled heart container.;
ItemRebirth;The Soul;335;collectibles_335;blue;*Gives Isaac two soul hearts when picked up.*Isaac gains a pulsing blue aura that repels enemies and projectiles.*The power of the repel force alternates in strength, sometimes being able to counter a projectile well before it hits Isaac, to being able to only slow it down. The strength can be measured by the intensity of the aura.*Ground based enemies will overcome the counterforce easier than flying enemies and projectiles.;
ItemRebirth;Soy Milk;330;collectibles_330;glass milk;*Tears up: (Tear Delay/4) - 2*x0.2 Damage Multiplier (Damage down);
ItemRebirth;Speed Ball;143;collectibles_143;needle brown;*+0.3 Speed up.*+0.2 Shot speed up.;
ItemRebirth;Spelunker Hat;91;collectibles_091;hat;*Reveals on map what type of room all rooms adjacent to your current room are (shop, sacrifice room, etc.)*Will also show secret rooms and super secret rooms on the map when in a room adjacent to their location.;
ItemRebirth;Spider Butt;171;collectibles_171;grey;Damages all enemies in the room and slows them for 4 seconds.;
ItemRebirth;Spider Bite;89;collectibles_089;spider;Adds a chance to shoot slowing tears, reducing speed of enemy movement and any projectile fired by them.;*The slow duration is 2.5 seconds.*The slow effect chance depends on the Luck stat, and goes up to 100% at 15 Luck.
ItemRebirth;Spiderbaby;211;collectibles_211;spider heart;Spawns 1-2 friendly blue spider(s) after taking damage.;
ItemRebirth;Spirit of the Night;159;collectibles_159;red;Grants spectral tears and flight.;*It is the Devil Room equivalent of the Dead Dove.*The changed texture of the player's body is the same as The Lost's, but recolored.*Spirit of the Night costs 2 Red Hearts/3 Soul hearts at a Devil Room.*Lord Of The Pit costs the same amount of Red Hearts as Spirit Of The Night, while only granting flight and increased speed. It´s strongly recommended to take Spirit Of The Night if the player has the choice.
ItemRebirth;Spoon Bender;3;collectibles_003;spoon silver;Grants homing tears.;
ItemRebirth;Squeezy;196;collectibles_196;potato;*+0.4 Tears.*Spawns two soul heart pickups.;
ItemRebirth;Starter Deck;251;collectibles_251;deck box;*Spawns a random Card.*Allows Isaac to carry two cards at once. Cycle through cards by pressing the Control key, R2, or RT on PC, Playstation, or Xbox, respectively.*Replaces all pills with cards except the pill dropped by Caffeine Pill. Pills already on the ground will be converted to cards upon picking up Starter Deck.;When picking up Starter Deck in a shop that has a pill for purchase, the pill can still be purchased and used. If the pill is dropped, it will be turned into a card
ItemRebirth;Steam Sale;64;collectibles_064;red;Halves shop prices.;*Items sold for 15 pennies will have their price rounded down to 7.*Pickups sold for 5 pennies will have their price rounded up to 3. Red hearts, normally sold for 3 pennies, will have their price rounded up to 2.
ItemRebirth;Stem Cells;176;collectibles_176;red;*Grants Isaac a full heart container.*+0.16 shot speed.;
ItemRebirth;Steven;50;collectibles_050;face;+1 Damage up.;
ItemRebirth;Stigmata;138;collectibles_138;wood brown;*Grants one full heart container.*+0.3 Damage up.;
ItemRebirth;Stop Watch;232;collectibles_232;watch blue;*Automatically inflicts slow to all enemies in every room.*+0.3 Speed up.;The music is also slowed.*Unlike other items that inflict the status effect for few seconds, the duration caused by the Stop Watch is unlimited.*Enemies spawned after entering a room (for example by Mom) will be automatically slowed.**This item is extremely useful when playing as The Lost and it's advised to unlock it before attempting a run with him.*The Broken Watch is an inferior version of this collectible. It has only a small chance of granting the effect when entering a room, and even has a rare chance of speeding enemy movements up rather than slowing them down. However, it is unlocked by default.*Has no slow effect on the mask of the Mask + Heart enemy.*After finishing a run with the Stop Watch equipped, the end credits music may be slowed down as well.*Because of the slow effect, champion versions of enemies will be tinted the same color as all other enemies, making it much harder to distinguish certain champion types, such as exploding on death (like a bomb, or into 8 bullets)
ItemRebirth;Strange Attractor;315;collectibles_315;metal silver;Monsters, pickups, and trinkets are magnetically attracted to the player character's tears.;*Extra caution must be taken when using this item, as the attraction effect will pull small, lightweight monsters like Boom Flies towards the character very fast and in an unpredictable manner, with the consequent risk of taking damage.*Strange Attractor is one of the starting items Used in challenge #17, Waka Waka.
ItemRebirth;Super Bandage;92;collectibles_092;bandage pink;Gives Isaac a health up and two soul hearts.;
ItemRebirth;Synthoil;345;collectibles_345;needle pink;*+1 Damage*+5.25 Range*+0.5 Tears Height;
ItemRebirth;Tammy's Head;38;collectibles_038;cat;*Shoots 10 tears in a circle around Isaac.*The tears retain shot speed and special effects (such as Poison) of Isaac's tears.*Each tear will deal Isaac's current damage and a + 25 damage bonus on top.;
ItemRebirth;Taurus;299;collectibles_299;blue;*-0.3 Speed down.*When in a room with enemies, Isaac gradually gains speed at a rate of +0.065 per second.*Once Isaac's speed reaches 2.0, the maximum speed, he gains the My Little Unicorn effect for 5 seconds, becoming invulnerable, and loses the speed bonus from Taurus afterwards.;*Isaac slowly gains a red tint that becomes more intense as he gains speed.*The speed boost and invulnerability effect activate only once per room.*The higher Isaac's base speed, the quicker the effect activates. It can activate immediately upon entering a room if his base speed is high enough.*The item doesn't trigger in rooms that don't have enemies when first entered. This includes Challenge Rooms and the Boss Rush room.*If Isaac gets teleported out of the room by any source, the My Little Unicorn Effect won't trigger if the room is re-entered.
ItemRebirth;Tech.5;244;collectibles_244;eye;*Grants an unlimited range piercing laser with random rate of fire that does not replace tears.*The laser occasionally fires with the effect of a random item or trinket, including:*Hook Worm*Spoon Bender*Tiny Planet;*The damage of the laser scales directly with Isaac's damage.*Unlike Technology or Technology 2, Isaac can still fire tears from both eyes in addition to firing the laser.
ItemRebirth;Technology;68;collectibles_068;technology;Replaces tears with a piercing laser with unlimited range.;
ItemRebirth;Technology 2;152;collectibles_152;technology;*Replaces character right eye tears with an unlimited range piercing laser which fires continuously.*x0.65 Damage multiplier.;
ItemRebirth;Telepathy for Dummies;192;collectibles_192;book;Upon activation, grants homing tears for the current room;
ItemRebirth;Teleport;44;collectibles_044;gadget blue;Upon activation, teleports Isaac to a random room on the current floor.;
ItemRebirth;There's Options;249;collectibles_249;? Questionmark;Spawns two items instead of one after defeating a boss. Only one item can be chosen the other disappears. The extra item is selected from the normal Boss Item Pool, regardless of the boss.;*Two items are spawned after clearing Boss Rush.*Has no effect on the Krampus fight.
ItemRebirth;Thunder Thighs;314;collectibles_314;yellow;*+1 Heart container.*-0.4 Speed down.*Isaac gains the ability to destroy obstacles by walking into them.;Holes in the ground can be filled if Isaac walks into adjacent rocks from the right direction, similar to bombs.
ItemRebirth;Tiny Planet;233;collectibles_233;ball silver;*+7 Shot Height, allowing tears to fly over all obstacles.*Tears now revolve around Isaac at a fixed distance until they hit the ground.;Tears will not hit directly in front of Isaac aiming directly away from enemies is often effective.
ItemRebirth;Toothpicks;183;collectibles_183;wood brown;*+0.7 Tears up.*+16% Shot Speed.*Colors tears red.;
ItemRebirth;Torn Photo;341;collectibles_341;foto photo;*+0.7 Tears.*+16% Shot Speed.;
ItemRebirth;Tough Love;150;collectibles_150;silver;Adds a chance to shoot a tooth instead of a tear, which deals greater damage (x3.2) than regular tears.;The chance to fire a tooth depends on the Luck stat, and goes up to 100% at 9 Luck (~10% chance more per Luck Up)
ItemRebirth;Transcendence;20;collectibles_020;brown;Grants flight.;
ItemRebirth;Treasure Map;54;collectibles_054;map;Causes all rooms, excluding the Secret Room and Super Secret Room, to appear on the minimap. Does not reveal contents of rooms.;
ItemRebirth;Trinity Shield;243;collectibles_243;shield;*Isaac uses a shield to block shots.*The shield stays in the same direction until Isaac fires in another direction.;*The Shield can't block beams or explosions.*The shield can be held in any direction if you're using a joystick.
ItemRebirth;Undefined;324;collectibles_324;undefined;Upon use, teleports Isaac to the Treasure Room, the Secret Room, the Super Secret Room, I AM ERROR or Black Market (very low chance).;
ItemRebirth;Unicorn Stump;298;collectibles_298;silver;Upon use, grants invulnerability and increased speed for six seconds but removes the ability to shoot tears while the effect is active.;*The invulnerability effect negates all forms of damage, including health loss from Blood Donation Machines and Devil Beggars.*Does not prevent heart container loss from Health Down Pill or Devil Room deals.*Does not prevent death from Suicide King card.*The item is similar to My Little Unicorn, with faster recharge times at the cost of being unable to damage enemies while under its effects.*If another spacebar item is picked up while in invulnerability state, Isaac will return to normal immediately, can shoot tears and can take damage.
ItemRebirth;Virgo;303;collectibles_303;blue;"*Grants a chance to trigger the Book Of Shadows effect upon taking damage, creating a shield that nullifies all types of damage for 7 seconds.*The activation chance depends on the Luck stat, and goes up to 100% with 10 Luck.*Converts all stat down pills into stat up pills, ""Bad Trip"" into ""Balls of Steel"" and ""Amnesia"" into ""I Can See Forever"", like PHD does, but does not identify any pill";
ItemRebirth;The Virus;13;collectibles_013;neede red;Inflicts poison on enemies who make contact with Isaac;
ItemRebirth;The Wafer;108;collectibles_108;pill;All damage taken is reduced to half a heart.;
ItemRebirth;We Need To Go Deeper;84;collectibles_084;shovel sodapoppin;*Spawns a trapdoor that leads to the next floor upon activation.*There is a 10% chance the trapdoor will lead into a Crawl Space or a Black Market.;
ItemRebirth;White Pony;181;collectibles_181;pony face;*Passively grants flight.*If Isaac's speed is less than 1.5, the item passively increases his speed to 1.5.*Upon use, Isaac charges in the direction the pony is facing, becoming invulnerable during the charge and damaging enemies while also casting the effect of Crack The Sky.;
ItemRebirth;Whore of Babylon;122;collectibles_122;moon star red;*Increases Damage by 1.5 and speed by 0.3 whenever the character health is half red heart or less (one red heart for Eve).*Changes Eve's damage multiplier from x0.75 to x1.0 when active.;
ItemRebirth;Wire Coat Hanger;32;collectibles_032;hanger;*+0.7 Tears.;
ItemRebirth;Wooden Spoon;27;collectibles_027;spoon wood;*+0.3 Speed;
ItemRebirth;X-Ray Vision;76;collectibles_076;glasses;Opens Secret Room and Super Secret Room automatically.;
ItemRebirth;Yum Heart;45;collectibles_045;heart blood;Replenishes one red heart of Isaac's health.;
ItemAfterbirth;Diplopia;347;collectibles_347;ball grey;*Upon activation this item is consumed and will vanish from Isaac's inventory.*Duplicates all pickups and items in the current room.;*If used in a shop, the duplicated pickups and items can be taken for free.*If used in the Boss Rush room, all available items will be duplicated and the duplicates can be taken for free, however only one of the original items may be taken. Taking an original item does not cause the duplicates to disappear.*If used in a Devil Room, the duplicated items can be taken for free. The original items will still be offered at an HP price, and Deal with the Devil precedent will not be obtained.
ItemAfterbirth;Placebo;348;collectibles_348;pill;*Mimics the effect of Isaac's held pill, like Blank Card does with cards or runes.*Does not consume Isaac's held pill.*Will not mimic cards or runes.;
ItemAfterbirth;Wooden Nickel;349;collectibles_349;money bronze;Upon use, 50% of the time, drops a coin.;
